Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Label
8/30/2019,2019,8,30,Friday,34,2019-34,109.84,110.56,109.47,109.86,10170300,101.98,0.005859636,99.71571429,103.1184,Undefined
9/3/2019,2019,9,3,Tuesday,35,2019-35,108.98,108.99,107.32,108.56,9868800,100.77,-0.011833319,99.66357143,103.1162,Undefined
9/4/2019,2019,9,4,Wednesday,35,2019-35,109.45,110.22,108.56,109.87,6929200,101.99,0.01206716,100,103.1528,Undefined
9/5/2019,2019,9,5,Thursday,35,2019-35,111.25,113.72,111.2,112.37,13224700,104.31,0.022754023,100.4757143,103.2524,Undefined
9/6/2019,2019,9,6,Friday,35,2019-35,112.66,112.98,111.96,112.61,7836600,104.53,0.002136022,100.8,103.3432,Undefined
9/9/2019,2019,9,9,Monday,36,2019-36,113.71,116.06,113.6,115.4,13985100,107.12,0.02477567,101.245,103.4792,Undefined
9/10/2019,2019,9,10,Tuesday,36,2019-36,116.3,117.27,115.73,116.87,14333100,108.49,0.01273823,101.8792857,103.588,Undefined
9/11/2019,2019,9,11,Wednesday,36,2019-36,116.89,117.2,115.38,117.19,9919200,108.78,0.00273811,102.5142857,103.668,Undefined
9/12/2019,2019,9,12,Thursday,36,2019-36,116.55,118.47,115.92,117.91,12283500,109.45,0.006143943,103.1235714,103.7592,Undefined
9/13/2019,2019,9,13,Friday,36,2019-36,119,120.4,118.75,120.23,16257200,111.61,0.019676083,104.0657143,103.8968,Undefined
9/16/2019,2019,9,16,Monday,37,2019-37,118.9,119.87,118.38,119.16,11993900,110.61,-0.008899765,104.8807143,104.002,Undefined
9/17/2019,2019,9,17,Tuesday,37,2019-37,118.42,118.61,117.24,118.57,10735400,110.07,-0.004951344,105.7314286,104.108,Undefined
9/18/2019,2019,9,18,Wednesday,37,2019-37,118.32,120.08,117.75,119.76,10665600,111.17,0.010036391,106.5907143,104.227,Undefined
9/19/2019,2019,9,19,Thursday,37,2019-37,119.7,120.34,119.09,119.38,9382600,110.82,-0.003173226,107.2642857,104.3452,Undefined
9/20/2019,2019,9,20,Friday,37,2019-37,119.74,120.34,118.87,118.9,21862800,110.37,-0.004020708,107.8635714,104.4342,Undefined
9/23/2019,2019,9,23,Monday,38,2019-38,117.78,119.12,117.68,118.88,9135100,110.35,-0.000168249,108.5478571,104.5006,Undefined
9/24/2019,2019,9,24,Tuesday,38,2019-38,118.75,119.26,117.04,117.33,11696500,108.91,-0.013038245,109.0421429,104.5642,Undefined
9/25/2019,2019,9,25,Wednesday,38,2019-38,117.27,118.36,117.12,118,9389400,109.54,0.005710431,109.4157143,104.6178,Undefined
9/26/2019,2019,9,26,Thursday,38,2019-38,117.88,118.05,116.95,117.03,9899200,108.64,-0.008220365,109.7092857,104.6744,Undefined
9/27/2019,2019,9,27,Friday,38,2019-38,117.96,118.64,117.28,117.72,10207800,109.28,0.005895937,109.8635714,104.731,Undefined
9/30/2019,2019,9,30,Monday,39,2019-39,118.36,118.77,117.22,117.69,9755000,109.25,-0.000254903,109.9178571,104.808,Undefined
10/1/2019,2019,10,1,Tuesday,39,2019-39,118.4,119,115.41,115.55,11250300,107.26,-0.018183336,109.8092857,104.8318,Undefined
10/2/2019,2019,10,2,Wednesday,39,2019-39,114.81,114.9,112.93,113.25,12548700,105.13,-0.019904823,109.5007143,104.7742,Undefined
10/3/2019,2019,10,3,Thursday,39,2019-39,112.27,112.91,110.52,112.19,12735200,104.98,-0.001424102,109.0271429,104.7048,Undefined
10/4/2019,2019,10,4,Friday,39,2019-39,112.34,114.94,112.27,114.62,9453100,107.25,0.021659731,108.7871429,104.7016,Undefined
10/7/2019,2019,10,7,Monday,40,2019-40,114.19,115.5,114.07,114.37,6771600,107.02,-0.002181237,108.5692857,104.6844,Undefined
10/8/2019,2019,10,8,Tuesday,40,2019-40,113.06,113.06,111.66,111.82,10806300,104.63,-0.022296001,108.1021429,104.6262,Undefined
10/9/2019,2019,10,9,Wednesday,40,2019-40,112.67,113.16,112.07,112.63,7273700,105.39,0.0072438,107.7142857,104.588,Undefined
10/10/2019,2019,10,10,Thursday,40,2019-40,113.14,115.4,113,114.21,10994100,106.87,0.014028179,107.4642857,104.5718,Undefined
10/11/2019,2019,10,11,Friday,40,2019-40,116.03,117.99,115.87,116.14,15076500,108.67,0.016898721,107.3442857,104.6484,Undefined
10/14/2019,2019,10,14,Monday,41,2019-41,115.85,116.87,115.66,116.45,8779000,108.96,0.002669187,107.3478571,104.731,Undefined
10/15/2019,2019,10,15,Tuesday,41,2019-41,118.85,121.59,117.87,119.96,23379000,112.25,0.030141664,107.5414286,104.9418,Undefined
10/16/2019,2019,10,16,Wednesday,41,2019-41,119.96,120.62,119.38,119.68,11087700,111.99,-0.002334131,107.7807143,105.1314,Undefined
10/17/2019,2019,10,17,Thursday,41,2019-41,120.75,121.57,119.88,120.35,10818500,112.61,0.005598301,108.0185714,105.378,Undefined
10/18/2019,2019,10,18,Friday,41,2019-41,120,121.02,119.86,120.56,10417400,112.81,0.001744874,108.2728571,105.5946,Undefined
10/21/2019,2019,10,21,Monday,42,2019-42,122.05,123.77,121.99,123.55,12714600,115.61,0.024801013,108.8692857,105.8694,Undefined
10/22/2019,2019,10,22,Tuesday,42,2019-42,123.45,125.1,123.12,124.79,12549100,116.77,0.010036402,109.7007143,106.2056,Undefined
10/23/2019,2019,10,23,Wednesday,42,2019-42,124.2,125.15,124.17,125.12,8828300,117.08,0.002644444,110.565,106.5172,Undefined
10/24/2019,2019,10,24,Thursday,42,2019-42,125.29,125.66,124.07,125.03,8020500,116.99,-0.000719304,111.2607143,106.9114,Undefined
10/25/2019,2019,10,25,Friday,42,2019-42,125,126.65,124.75,126.03,9055700,117.93,0.007998184,112.04,107.317,Undefined
10/28/2019,2019,10,28,Monday,43,2019-43,126.57,127.21,126.4,126.51,9522200,118.38,0.003808565,113.0221429,107.6848,Undefined
10/29/2019,2019,10,29,Tuesday,43,2019-43,126.06,127.42,125.94,126.43,9797300,118.3,-0.00063232,113.9442857,108.033,Undefined
10/30/2019,2019,10,30,Wednesday,43,2019-43,126.05,126.26,124.92,125.73,8513700,117.65,-0.005536738,114.7142857,108.3938,Undefined
10/31/2019,2019,10,31,Thursday,43,2019-43,125.49,125.73,123.86,124.92,11589100,116.89,-0.00644239,115.3014286,108.7338,Undefined
11/1/2019,2019,11,1,Friday,43,2019-43,126.2,127.99,126.02,127.8,11682600,119.58,0.023054704,116.06,109.107,Undefined
11/4/2019,2019,11,4,Monday,44,2019-44,129.08,129.42,128.56,128.82,9159900,120.54,0.007981264,116.6521429,109.5494,Undefined
11/5/2019,2019,11,5,Tuesday,44,2019-44,129.39,130.3,128.84,129.1,13747600,120.8,0.002173657,117.2814286,109.9814,Undefined
11/6/2019,2019,11,6,Wednesday,44,2019-44,128.69,129.84,128.58,129.3,11231100,120.99,0.001549118,117.88,110.438,Undefined
11/7/2019,2019,11,7,Thursday,44,2019-44,130.43,131.29,129.92,130,13528900,121.64,0.005413843,118.5107143,110.888,Undefined
11/8/2019,2019,11,8,Friday,44,2019-44,129.88,130.4,129.25,130.38,9293400,122,0.002923061,118.9671429,111.3002,Undefined
11/11/2019,2019,11,11,Monday,45,2019-45,129.6,130.1,129.35,129.92,8679000,121.57,-0.003528218,119.31,111.692,Undefined
11/12/2019,2019,11,12,Tuesday,45,2019-45,129.63,130.62,129.01,129.16,9099000,120.86,-0.005849721,119.58,112.0938,Undefined
11/13/2019,2019,11,13,Wednesday,45,2019-45,128.13,128.82,127.42,128.48,8023300,120.22,-0.005264921,119.8107143,112.4584,Undefined
11/14/2019,2019,11,14,Thursday,45,2019-45,127.72,128.84,127.59,128.6,8483400,120.33,0.000934223,119.9821429,112.7788,Undefined
11/15/2019,2019,11,15,Friday,45,2019-45,129.23,129.53,128.4,129.53,10163600,121.2,0.00723152,120.1835714,113.1122,Undefined
11/18/2019,2019,11,18,Monday,46,2019-46,129.56,130.65,128.99,130.62,8749300,122.22,0.008415134,120.4635714,113.4142,Undefined
11/19/2019,2019,11,19,Tuesday,46,2019-46,130.99,131.25,130.18,130.58,8824500,122.19,-0.000306306,120.7878571,113.6882,Undefined
11/20/2019,2019,11,20,Wednesday,46,2019-46,130.3,130.62,128.94,129.63,11782800,121.3,-0.007275038,121.1028571,113.9386,Undefined
11/21/2019,2019,11,21,Thursday,46,2019-46,130,130.72,129.39,129.93,7705500,121.58,0.002313988,121.2457143,114.1812,Undefined
11/22/2019,2019,11,22,Friday,46,2019-46,130.15,131.22,130.1,130.79,8167900,122.38,0.006619009,121.3771429,114.3966,Undefined
11/25/2019,2019,11,25,Monday,47,2019-47,131.25,132.07,130.87,131.49,10068500,123.04,0.005352292,121.5371429,114.6452,Undefined
11/26/2019,2019,11,26,Tuesday,47,2019-47,131.82,131.82,130.36,131.67,10490700,123.2,0.001368852,121.695,114.9078,Undefined
11/27/2019,2019,11,27,Wednesday,47,2019-47,132.29,132.43,131.65,132.06,6607900,123.57,0.002961968,121.8328571,115.1558,Undefined
11/29/2019,2019,11,29,Friday,47,2019-47,131.87,132.41,131.45,131.76,5712000,123.29,-0.00227178,121.925,115.4052,Undefined
12/2/2019,2019,12,2,Monday,48,2019-48,132.31,132.74,131.35,131.47,8615600,123.02,-0.002201085,122.0285714,115.6582,Undefined
12/3/2019,2019,12,3,Tuesday,48,2019-48,129.77,129.96,128.59,129.78,10361300,121.44,-0.012854475,122.07,115.88,Undefined
12/4/2019,2019,12,4,Wednesday,48,2019-48,130.38,132.47,129.99,132.34,10318200,123.83,0.019725673,122.3278571,116.1784,Undefined
12/5/2019,2019,12,5,Thursday,48,2019-48,132.68,133.31,132.18,133.06,9587400,124.51,0.005440489,122.6264286,116.4778,Undefined
12/6/2019,2019,12,6,Friday,48,2019-48,134.69,135.78,134.65,135.04,10170600,126.36,0.014880449,122.995,116.8322,Undefined
12/9/2019,2019,12,9,Monday,49,2019-49,134.63,135.46,134.41,134.41,8498200,125.77,-0.004665248,123.2485714,117.162,Undefined
12/10/2019,2019,12,10,Tuesday,49,2019-49,133.25,134.77,132.88,134.5,7532900,125.85,0.000669588,123.51,117.494,Undefined
12/11/2019,2019,12,11,Wednesday,49,2019-49,134.29,135.02,134.01,134.18,9011900,125.55,-0.002379271,123.8135714,117.8598,Undefined
12/12/2019,2019,12,12,Thursday,49,2019-49,134.49,138.47,134.21,138.02,13717400,129.15,0.028618559,124.3542857,118.3402,Undefined
12/13/2019,2019,12,13,Friday,49,2019-49,137.95,138.83,136.22,136.81,10592100,128.01,-0.008767143,124.7564286,118.8008,Undefined
12/16/2019,2019,12,16,Monday,50,2019-50,138.38,138.84,137.32,137.34,11372000,128.51,0.003874221,125.1471429,119.226,Undefined
12/17/2019,2019,12,17,Tuesday,50,2019-50,137.73,138.67,137.23,138.18,11546800,129.3,0.00611608,125.5828571,119.6716,Undefined
12/18/2019,2019,12,18,Wednesday,50,2019-50,138.15,139.02,137.72,138.04,10381500,129.17,-0.001013032,125.9828571,120.1624,Undefined
12/19/2019,2019,12,19,Thursday,50,2019-50,137.76,138.22,137.1,137.35,9350400,128.52,-0.004998708,126.3564286,120.625,Undefined
12/20/2019,2019,12,20,Friday,50,2019-50,138.02,138.88,136.9,137.24,29992600,128.42,-0.000800815,126.7421429,121.056,Undefined
12/23/2019,2019,12,23,Monday,51,2019-51,137.6,137.91,136.88,137.2,9738400,128.38,-0.000291233,127.2378571,121.4502,Undefined
12/24/2019,2019,12,24,Tuesday,51,2019-51,137.33,137.63,137.06,137.58,3324300,128.74,0.002769366,127.5885714,121.8458,Undefined
12/26/2019,2019,12,26,Thursday,51,2019-51,137.89,139.1,137.78,139.04,6770900,130.1,0.010612109,127.9878571,122.2028,Undefined
12/27/2019,2019,12,27,Friday,51,2019-51,139.3,139.77,138.67,139.14,7868200,130.19,0.000719186,128.2614286,122.5668,Undefined
12/30/2019,2019,12,30,Monday,52,2019-52,139.9,140.08,138.47,138.63,6963000,129.72,-0.003665188,128.5435714,122.909,Undefined
12/31/2019,2019,12,31,Tuesday,52,2019-52,138.51,139.48,138.29,139.4,7201600,130.44,0.005554296,128.8714286,123.2616,Undefined
1/2/2020,2020,1,2,Thursday,0,2020-00,139.79,141.1,139.26,141.09,10803700,132.02,0.012123107,129.3335714,123.5898,Red
1/3/2020,2020,1,3,Friday,0,2020-00,137.5,139.23,137.08,138.34,10386800,130.28,-0.013196226,129.4142857,123.86,Red
1/6/2020,2020,1,6,Monday,1,2020-01,136.56,138.27,136.5,138.23,10259000,130.17,-0.000795283,129.5685714,124.1218,Red
1/7/2020,2020,1,7,Tuesday,1,2020-01,137.28,137.86,135.82,135.88,10531300,127.96,-0.017000476,129.5292857,124.3412,Red
1/8/2020,2020,1,8,Wednesday,1,2020-01,135.7,137.58,135.6,136.94,9695300,128.96,0.007800837,129.505,124.5618,Red
1/9/2020,2020,1,9,Thursday,1,2020-01,138.05,138.23,137.04,137.44,9469000,129.43,0.003651448,129.5235714,124.7828,Red
1/10/2020,2020,1,10,Friday,1,2020-01,137.21,137.25,135.81,136.07,10190900,128.14,-0.009967932,129.4964286,124.9796,Red
1/13/2020,2020,1,13,Monday,2,2020-02,136.19,137.2,135.76,137.2,12355200,129.2,0.008304605,129.5521429,125.2106,Green
1/14/2020,2020,1,14,Tuesday,2,2020-02,137.94,140.76,137.69,138.8,24906000,130.71,0.011661661,129.7185714,125.487,Green
1/15/2020,2020,1,15,Wednesday,2,2020-02,137.85,138.6,136.15,136.72,16293400,128.75,-0.014985697,129.7192857,125.6704,Green
1/16/2020,2020,1,16,Thursday,2,2020-02,137.45,137.9,136.84,137.25,10783800,129.25,0.003876574,129.6585714,125.8446,Green
1/17/2020,2020,1,17,Friday,2,2020-02,137.54,138.29,137.32,138.2,14697700,130.15,0.006921845,129.6557143,126.0316,Green
1/21/2020,2020,1,21,Tuesday,3,2020-03,137.19,138.07,136.69,136.84,8474200,128.86,-0.00984101,129.5942857,126.189,Red
1/22/2020,2020,1,22,Wednesday,3,2020-03,137.24,137.4,136.38,136.68,7549100,128.71,-0.001169294,129.4707143,126.3304,Red
1/23/2020,2020,1,23,Thursday,3,2020-03,135.71,136.74,134.72,136.54,9345700,128.58,-0.001024256,129.225,126.462,Red
1/24/2020,2020,1,24,Friday,3,2020-03,136.37,136.43,132.32,133.15,15166400,125.39,-0.024827885,128.8757143,126.5384,Red
1/27/2020,2020,1,27,Monday,4,2020-04,130.27,132.94,129.71,132.03,12860500,124.33,-0.008411402,128.4585714,126.6078,Red
1/28/2020,2020,1,28,Tuesday,4,2020-04,132.84,134.97,132.48,134.43,13062800,126.6,0.01817746,128.3614286,126.7354,Red
1/29/2020,2020,1,29,Wednesday,4,2020-04,134.81,135.54,133.69,134.23,9326000,126.41,-0.00148773,128.1792857,126.857,Red
1/30/2020,2020,1,30,Thursday,4,2020-04,132.69,136.13,132.69,135.89,9048900,127.97,0.01236687,128.075,126.9924,Red
1/31/2020,2020,1,31,Friday,4,2020-04,134.49,134.83,131.47,132.36,12785200,124.65,-0.025976734,127.8257143,127.041,Red
2/3/2020,2020,2,3,Monday,5,2020-05,132.66,134.24,132.66,133.37,10021100,125.6,0.007630575,127.5685714,127.1092,Green
2/4/2020,2020,2,4,Tuesday,5,2020-05,135.55,136.6,135.08,135.29,9157100,127.4,0.014395985,127.3321429,127.2312,Green
2/5/2020,2020,2,5,Wednesday,5,2020-05,136.57,137.73,136.01,137.59,10150700,129.57,0.017000615,127.3907143,127.391,Green
2/6/2020,2020,2,6,Thursday,5,2020-05,138.24,138.29,137.11,137.61,8992300,129.59,0.000145321,127.415,127.5352,Green
2/7/2020,2020,2,7,Friday,5,2020-05,136.73,137.67,136.3,137.17,6379800,129.18,-0.003197535,127.3457143,127.658,Green
2/10/2020,2020,2,10,Monday,6,2020-06,136.95,137.85,136.75,137.74,5960700,129.71,0.004155624,127.4064286,127.7882,Green
2/11/2020,2020,2,11,Tuesday,6,2020-06,138.26,138.82,137.78,138,6578600,129.96,0.001887466,127.4957143,127.916,Green
2/12/2020,2020,2,12,Wednesday,6,2020-06,138.6,139.29,137.8,138,7958000,129.96,0,127.5942857,128.0494,Green
2/13/2020,2020,2,13,Thursday,6,2020-06,137.75,138.34,136.4,137.88,7447500,129.84,-0.000869452,127.9121429,128.1858,Green
2/14/2020,2020,2,14,Friday,6,2020-06,137.84,138.19,136.94,137.46,6627600,129.45,-0.003046023,128.2778571,128.346,Green
2/18/2020,2020,2,18,Tuesday,7,2020-07,137.34,137.71,135.05,135.64,8996400,127.73,-0.01324047,128.3585714,128.424,Red
2/19/2020,2020,2,19,Wednesday,7,2020-07,136.91,138.39,136.34,137.49,7071200,129.48,0.013639127,128.5778571,128.5234,Red
2/20/2020,2020,2,20,Thursday,7,2020-07,137.17,138.36,136.53,137.49,7422800,129.48,0,128.6857143,128.5858,Red
2/21/2020,2020,2,21,Friday,7,2020-07,136.55,136.92,134.92,135.81,9772800,127.89,-0.012219185,128.9171429,128.6282,Red
2/24/2020,2020,2,24,Monday,8,2020-08,131.44,133.2,130.8,132.16,13618400,124.46,-0.026875629,128.8357143,128.6004,Red
2/25/2020,2020,2,25,Tuesday,8,2020-08,131,132.23,125.59,126.26,20797200,118.9,-0.044642833,128.2285714,128.4674,Red
2/26/2020,2020,2,26,Wednesday,8,2020-08,126.93,128.95,126.34,126.64,24825600,119.26,0.003009633,127.4921429,128.2696,Red
2/27/2020,2020,2,27,Thursday,8,2020-08,122.91,125.62,121.3,121.37,23005500,114.3,-0.041613977,126.4,127.9954,Red
2/28/2020,2020,2,28,Friday,8,2020-08,117.52,118.49,112.66,116.11,45931400,109.34,-0.043338522,124.9828571,127.612,Red
3/2/2020,2020,3,2,Monday,9,2020-09,116.63,121.58,114.46,121.52,27355400,114.44,0.046593581,123.8921429,127.3148,Red
3/3/2020,2020,3,3,Tuesday,9,2020-09,120.97,122.95,116.24,116.96,32547700,110.14,-0.037524659,122.4764286,126.9342,Red
3/4/2020,2020,3,4,Wednesday,9,2020-09,118.33,120.19,114.7,119.85,25795900,112.86,0.024709392,121.255,126.621,Red
3/5/2020,2020,3,5,Thursday,9,2020-09,115.67,116.43,112.58,113.97,25025600,107.33,-0.04906141,119.6471429,126.1992,Red
3/6/2020,2020,3,6,Friday,9,2020-09,106.26,110.32,105.02,108.08,38159400,101.78,-0.051680123,117.6707143,125.6672,Red
3/9/2020,2020,3,9,Monday,10,2020-10,96.57,99.23,93,93.44,40352000,87.99,-0.135455364,114.8321429,124.8522,Red
3/10/2020,2020,3,10,Tuesday,10,2020-10,99,101.28,94.58,100.7,31102700,94.83,0.077696926,112.3571429,124.1468,Red
3/11/2020,2020,3,11,Wednesday,10,2020-10,97.7,100.05,94.55,95.96,38127000,90.37,-0.04707056,109.5635714,123.3504,Red
3/12/2020,2020,3,12,Thursday,10,2020-10,89.59,96.96,86.32,88.05,49725200,82.92,-0.082429997,106.3514286,122.4144,Red
3/13/2020,2020,3,13,Friday,10,2020-10,95.99,103.99,92,103.91,38543300,97.85,0.180124743,104.4507143,121.7626,Red
3/16/2020,2020,3,16,Monday,11,2020-11,85.2,93.98,84.55,88.36,38589700,83.21,-0.149648613,101.9014286,120.7864,Red
3/17/2020,2020,3,17,Tuesday,11,2020-11,90.89,97.44,87.5,93.76,35239800,88.3,0.06111353,99.69,119.9468,Red
3/18/2020,2020,3,18,Wednesday,11,2020-11,87.67,90.79,80.36,83.89,41525600,79,-0.105268729,97.16857143,118.9234,Red
3/19/2020,2020,3,19,Thursday,11,2020-11,81.56,88.11,76.91,85.3,32175100,80.33,0.016807703,95.09642857,117.9708,Red
3/20/2020,2020,3,20,Friday,11,2020-11,86.3,89.46,82.48,83.5,30150800,78.63,-0.021101898,92.53857143,116.9642,Red
3/23/2020,2020,3,23,Monday,12,2020-12,82.68,83.75,78.09,79.03,32536600,74.42,-0.053533073,89.98714286,115.864,Green
3/24/2020,2020,3,24,Tuesday,12,2020-12,84.9,90.1,82.9,88.43,34363200,83.28,0.118942168,87.87428571,114.9668,Green
3/25/2020,2020,3,25,Wednesday,12,2020-12,89.24,95.15,84.54,91.73,38111700,86.38,0.037317731,86.37785714,114.1104,Green
3/26/2020,2020,3,26,Thursday,12,2020-12,94.08,98.57,93.54,98.12,29826300,92.4,0.06966092,85.70785714,113.3442,Green
3/27/2020,2020,3,27,Friday,12,2020-12,93.19,94.84,90.55,91.13,30041500,85.82,-0.071239373,85.55285714,112.4856,Green
3/30/2020,2020,3,30,Monday,13,2020-13,90.65,94.09,89.3,93.5,21656900,88.05,0.026006923,85.06857143,111.6616,Red
3/31/2020,2020,3,31,Tuesday,13,2020-13,92.05,94.17,89.34,90.03,23379300,84.78,-0.037112408,84.66928571,110.7542,Red
4/1/2020,2020,4,1,Wednesday,13,2020-13,85.1,86.56,83.25,84.36,28029600,79.44,-0.062978846,84.42071429,109.7658,Red
4/2/2020,2020,4,2,Thursday,13,2020-13,83.51,87.91,82.96,87.51,24018000,82.41,0.037339944,83.31785714,108.8398,Red
4/3/2020,2020,4,3,Friday,13,2020-13,86,87.48,82.77,84.05,21199400,79.97,-0.029557835,83.08642857,107.8676,Red
4/6/2020,2020,4,6,Monday,14,2020-14,88.99,90.99,87.7,89.46,26820800,85.12,0.064366504,82.85928571,107.0622,Green
4/7/2020,2020,4,7,Tuesday,14,2020-14,94.45,94.5,90.38,90.64,22563800,86.24,0.013190145,83.37642857,106.3004,Green
4/8/2020,2020,4,8,Wednesday,14,2020-14,92.1,94.86,90.55,94.3,22903300,89.73,0.040379576,84.04785714,105.563,Green
4/9/2020,2020,4,9,Thursday,14,2020-14,96.92,104.39,96.89,102.76,42055900,97.78,0.089713727,85.41571429,104.9904,Green
4/13/2020,2020,4,13,Monday,15,2020-15,103.11,103.11,97.3,98.19,26911900,93.43,-0.044472519,86.77357143,104.2996,Green
4/14/2020,2020,4,14,Tuesday,15,2020-15,101.02,102,93.64,95.5,46151300,90.87,-0.027395987,87.31571429,103.624,Green
4/15/2020,2020,4,15,Wednesday,15,2020-15,91.15,92.03,90.13,90.79,30118600,86.39,-0.049319322,87.31642857,102.8398,Green
4/16/2020,2020,4,16,Thursday,15,2020-15,90.23,90.57,87.05,87.33,32449600,83.09,-0.038109893,86.65142857,101.9536,Green
4/17/2020,2020,4,17,Friday,15,2020-15,92,95.7,90.96,95.18,30191900,90.56,0.08988892,86.99,101.1734,Green
4/20/2020,2020,4,20,Monday,16,2020-16,92.47,94.71,90.46,91.71,23679400,87.26,-0.036457364,86.93357143,100.3268,Green
4/21/2020,2020,4,21,Tuesday,16,2020-16,88.62,91.38,88.33,89.05,23035000,84.73,-0.029004472,86.93,99.4378,Green
4/22/2020,2020,4,22,Wednesday,16,2020-16,90.69,91.87,89.18,89.34,16662400,85.01,0.003256645,87.32785714,98.5438,Green
4/23/2020,2020,4,23,Thursday,16,2020-16,89.74,91.28,89.26,89.39,16638800,85.05,0.00055968,87.51642857,97.6456,Green
4/24/2020,2020,4,24,Friday,16,2020-16,90.64,91.1,88.49,90.71,15809200,86.31,0.014766721,87.96928571,96.7726,Green
4/27/2020,2020,4,27,Monday,17,2020-17,91.94,95.63,91.54,94.62,22870200,90.03,0.043104552,88.32,95.9764,Green
4/28/2020,2020,4,28,Tuesday,17,2020-17,97.81,98.36,95.03,95.29,20238900,90.67,0.007080927,88.63642857,95.2008,Green
4/29/2020,2020,4,29,Wednesday,17,2020-17,99.08,99.45,97.27,97.86,20462600,93.11,0.026970163,88.87785714,94.5084,Green
4/30/2020,2020,4,30,Thursday,17,2020-17,95.6,96.84,94.55,95.76,19127600,91.12,-0.021459034,88.40214286,93.7412,Green
5/1/2020,2020,5,1,Friday,17,2020-17,93.5,93.74,91.84,93.25,18547700,88.73,-0.026211467,88.06642857,92.9262,Green
5/4/2020,2020,5,4,Monday,18,2020-18,92.02,92.67,90.8,92.14,15725900,87.67,-0.011903475,87.83785714,92.1218,Red
5/5/2020,2020,5,5,Tuesday,18,2020-18,93.65,94.21,91.9,92,18064100,87.54,-0.001519413,87.92,91.3834,Red
5/6/2020,2020,5,6,Wednesday,18,2020-18,92.16,92.76,89.93,90.27,20978000,85.89,-0.018804375,88.12,90.7232,Red
5/7/2020,2020,5,7,Thursday,18,2020-18,91.34,92.91,90.58,91.21,16771900,86.79,0.01041325,87.85071429,90.0738,Red
5/8/2020,2020,5,8,Friday,18,2020-18,92.8,94.08,92.11,92.7,20487800,88.2,0.016335754,87.91785714,89.5518,Red
5/11/2020,2020,5,11,Monday,19,2020-19,91.11,91.11,89.33,89.97,31907600,85.61,-0.02944966,87.98071429,89.0772,Red
5/12/2020,2020,5,12,Tuesday,19,2020-19,90.15,90.79,86.9,87.03,27962900,82.81,-0.032677438,87.82357143,88.4446,Red
5/13/2020,2020,5,13,Wednesday,19,2020-19,86.38,86.86,83.4,84.03,35451600,79.95,-0.034471026,87.45928571,87.8408,Red
5/14/2020,2020,5,14,Thursday,19,2020-19,82.72,88.11,82.4,87.52,35152500,83.28,0.041532802,87.24285714,87.2492,Red
5/15/2020,2020,5,15,Friday,19,2020-19,86.85,87.28,85.3,85.9,26099000,81.73,-0.018510056,86.65,86.7372,Red
5/18/2020,2020,5,18,Monday,20,2020-20,88.69,91.15,87.88,90.45,30504400,86.06,0.052968551,86.32071429,86.4228,Green
5/19/2020,2020,5,19,Tuesday,20,2020-20,90.05,91.2,88.59,88.67,19597300,84.37,-0.019679429,85.69642857,86.3504,Green
5/20/2020,2020,5,20,Wednesday,20,2020-20,90.71,92.39,90.37,91.33,20552400,86.9,0.029998962,85.395,86.1918,Green
5/21/2020,2020,5,21,Thursday,20,2020-20,90.27,91.76,89.67,90.17,14621400,85.8,-0.01270129,85.18571429,86.1004,Green
5/22/2020,2020,5,22,Friday,20,2020-20,90.01,90.36,88.72,89.47,13557900,85.13,-0.007763044,85.00428571,86.1446,Green
5/26/2020,2020,5,26,Tuesday,21,2020-21,92.89,97.5,92.61,95.82,41233900,91.17,0.070973426,85.26357143,86.011,Green
5/27/2020,2020,5,27,Wednesday,21,2020-21,102.07,102.58,98.8,101.37,39402000,96.45,0.057921056,86.01785714,86.2758,Green
5/28/2020,2020,5,28,Thursday,21,2020-21,102.94,102.95,99.4,99.86,24713900,95.02,-0.014895905,86.60571429,86.4102,Green
5/29/2020,2020,5,29,Friday,21,2020-21,98.66,99.18,96.78,97.31,26526400,92.59,-0.025535726,86.91928571,86.682,Green
6/1/2020,2020,6,1,Monday,22,2020-22,97.75,99.51,97.38,98.6,15176800,93.82,0.013256694,87.50571429,86.9518,Green
6/2/2020,2020,6,2,Tuesday,22,2020-22,100.28,100.42,97.93,98.93,21195000,94.13,0.003346767,88.31428571,87.2618,Green
6/3/2020,2020,6,3,Wednesday,22,2020-22,101.58,104.92,101.06,104.27,25941100,99.21,0.053977615,89.69,87.7576,Green
6/4/2020,2020,6,4,Thursday,22,2020-22,103.82,106.61,102.79,106.44,26784700,101.28,0.020811319,90.97571429,88.1176,Green
6/5/2020,2020,6,5,Friday,22,2020-22,114.93,115.77,109.53,111.23,42231000,105.84,0.045001966,92.69785714,88.5068,Green
6/8/2020,2020,6,8,Monday,23,2020-23,113.41,114.19,111.94,113.45,24881800,107.95,0.019958554,94.26142857,88.8178,Red
6/9/2020,2020,6,9,Tuesday,23,2020-23,110.65,111.63,109.01,110.54,17031100,105.18,-0.025650076,95.74785714,89.205,Red
6/10/2020,2020,6,10,Wednesday,23,2020-23,110.46,110.51,105.85,106.06,24913300,100.92,-0.040528384,96.74928571,89.4624,Red
6/11/2020,2020,6,11,Thursday,23,2020-23,100.03,101.58,96.54,97.21,36259200,92.5,-0.083443232,97.22785714,89.6168,Red
